,score
EE938,14.281326542772943
EE696,14.264403302739463
EE935,9.053597967290164
EE939,8.685449061665755
EE874,8.538940694349316
EE678,7.716794331347525
EE411,5.521362344095976
EE671,5.382019291770581
EE689,4.74998945852722
EE905,4.257934393735405
EE676,3.076474644487978
EE940,2.4175069149645725
EE635,2.3964116246879508
EE675,2.382800676236485
EE875,2.3494745938989534
EE936,1.8859616970554196
EE690,1.7813000672056218
EE909,1.6071168991665212
EE937,1.5613129689836045
EE632,1.5061584529653536
EE629,1.383762349915687
EE508,1.3219238056950513
EE674,1.2811725271181709
EE507,1.2202565030587569
EE622,1.1425105848445989
EE651,1.0399690543562665
EE677,1.015442010750507
EE908,0.9930996214609082
EE414,0.9538360651603904
EE652,0.9077561528421461
EE634,0.8662045764998134
EE680,0.7874324919369985
EE659,0.7745828947815157
EE876,0.7673928241741412
EE410,0.7667891688536349
EE490,0.7531511138282507
EE412,0.7530629665247868
EE637,0.7415941556832096
EE495,0.730892295312037
EE407,0.729989796698706
EE582,0.7224035354941404
EE488,0.7184832582821472
EE653,0.7183311356553904
EE687,0.7115350193114489
EE580,0.6988885391602726
EE668,0.6985568714333332
EE669,0.6514512090222325
EE630,0.6457721082739171
EE667,0.6419801201947501
EE943,0.6415655634808843
EE415,0.6074494154548309
EE673,0.5940995894463689
EE660,0.5797485530929594
EE636,0.568923262893239
EE633,0.5682639037876265
EE685,0.5651495821087765
EE929,0.5624539784505872
EE657,0.5508557902230751
EE930,0.5464537184547833
EE611,0.5275418078213148
EE489,0.519640853434248
EE649,0.5152923949428082
EE688,0.5089081556556322
EE631,0.49707121531601955
EE686,0.48090644699082724
EE603,0.476191944775639
EE621,0.4698787005880804
EE665,0.4685823025095762
EE934,0.467334545254616
EE626,0.45762078349478746
EE656,0.4569857591128042
EE604,0.4540687981430688
EE683,0.450833590203153
EE408,0.44226500894313847
EE654,0.4359674024647924
EE672,0.433514776921447
EE623,0.4319677593599887
EE655,0.4281556504503498
EE628,0.41634771212018357
EE650,0.4129818864702769
EE627,0.40503542492870664
EE666,0.39901086443667083
EE664,0.3933478646205262
EE658,0.3890884905836384
EE903,0.3880252114976409
EE962,0.387579510527228
EE514,0.38690046240888665
EE933,0.38091236759830305
EE941,0.3806922298743454
EE662,0.37913471966267354
EE498,0.37583965934960617
EE907,0.3721792732598159
EE492,0.36877634255190594
EE606,0.3645409641453407
EE670,0.36415886316665325
EE693,0.3632878052665497
EE521,0.3571718251612003
EE413,0.3570045681441076
EE679,0.3568415934216167
EE661,0.3559365455329469
EE584,0.3551612403247081
EE964,0.35419597749348053
EE614,0.3534046662741093
EE435,0.35005576765977064
EE470,0.3448569519803226
EE522,0.34345010660991687
EE959,0.3400124468534949
EE439,0.3386763486598292
EE695,0.3272664144752664
EE942,0.32339229262201524
EE931,0.32161901193733755
EE466,0.3200485807524615
EE438,0.3194043392994592
EE682,0.3151203006024024
EE575,0.3145828596049978
EE625,0.3135436194850767
EE607,0.31197052065098446
EE573,0.30915624491595145
EE963,0.3085270004305471
EE612,0.3071111117905322
EE512,0.30354809024792934
EE388,0.30015102330686955
EE499,0.2996601363048282
EE615,0.29832829508937203
EE620,0.2982975402926425
EE496,0.29768071886812303
EE493,0.2960897787497085
EE440,0.2952123324602711
EE684,0.2947696189439526
EE681,0.2926972725014758
EE576,0.2923797769256303
EE497,0.29173322273722985
EE387,0.29130264756983804
EE663,0.29069602416810403
EE692,0.28897299526590603
EE446,0.28828611641091306
EE619,0.28742565537915526
EE583,0.2870899469545656
EE932,0.28216206270517125
EE574,0.2788435232861311
EE613,0.2779501551479279
EE448,0.27765323205541276
EE618,0.2775032775930795
EE605,0.2764728715160289
EE474,0.27623917418116506
EE447,0.2754591418590315
EE925,0.2744496198005639
EE426,0.27398292073804215
EE691,0.2726944576555578
EE694,0.27258225617250154
EE403,0.2722128972677982
EE610,0.27103143449972156
EE424,0.2706639995401392
EE520,0.26955567771729927
EE421,0.26865481979317635
EE422,0.2686448517292616
EE579,0.267405545851823
EE487,0.2662865259280284
EE409,0.26543447134887593
EE927,0.26298495551791307
EE616,0.26065980213340423
EE386,0.25959979323685073
EE961,0.2595101798424413
EE572,0.257168035529356
EE491,0.25680525538432664
EE394,0.25668952077376433
EE392,0.2564623961197016
EE906,0.25477184998769425
EE416,0.2530082500124466
EE418,0.2525084072103242
EE486,0.25194188209276736
EE617,0.2518071184605319
EE494,0.2516997494822034
EE393,0.25136503377368646
EE419,0.2511027054056153
EE577,0.25038151788617724
EE417,0.24931300778036986
EE624,0.2483946275899741
EE918,0.24805688459342115
EE578,0.24743292311669374
EE609,0.2463560159784226
EE877,0.2460285811947153
EE477,0.2416298836141194
EE398,0.239067371846492
EE425,0.23825556215795038
EE928,0.2361427574122442
EE420,0.23569231467463633
EE399,0.2353257551996782
EE472,0.2352326316421571
EE468,0.2343746835866667
EE921,0.2323761704015312
EE513,0.2309923334065004
EE485,0.22991267580819846
EE904,0.22890872640767726
EE476,0.22869257490764186
EE878,0.2280351053172763
EE481,0.22790942258658933
EE475,0.226633892746998
EE608,0.22628515517784645
EE423,0.225171702939002
EE483,0.2225054898134956
EE581,0.2209542534181528
EE919,0.22025817220622973
EE922,0.21992479074247817
EE917,0.21767390970251163
EE405,0.2168555571722086
EE482,0.21489673984224694
EE916,0.2093604100155165
EE478,0.2089572555231401
EE923,0.20873013503406565
EE404,0.20696686199730807
EE480,0.20665807230718816
EE920,0.20640394624986608
EE479,0.20581394279788656
EE473,0.1980406576420463
EE471,0.19781494459947366
EE926,0.1931799576780427
EE442,0.19096099665840474
EE484,0.18885255143417085
EE467,0.1772275312509434
EE469,0.151417196
